GEO.id,GEO.id2,GEO.display-label,D001
8600000US04472,04472,ZCTA5 04472,2144
8600000US04473,04473,ZCTA5 04473,7660
8600000US04474,04474,ZCTA5 04474,3733
8600000US04475,04475,ZCTA5 04475,418
8600000US04476,04476,ZCTA5 04476,1259
8600000US04478,04478,ZCTA5 04478,316
8600000US04479,04479,ZCTA5 04479,1343
8600000US04481,04481,ZCTA5 04481,559
8600000US04485,04485,ZCTA5 04485,233
8600000US04487,04487,ZCTA5 04487,964
8600000US04488,04488,ZCTA5 04488,1202
8600000US04489,04489,ZCTA5 04489,197
8600000US04490,04490,ZCTA5 04490,273
8600000US04491,04491,ZCTA5 04491,140
8600000US04492,04492,ZCTA5 04492,166
8600000US04493,04493,ZCTA5 04493,1967
8600000US04495,04495,ZCTA5 04495,407
8600000US04496,04496,ZCTA5 04496,3757
8600000US04497,04497,ZCTA5 04497,389
8600000US04530,04530,ZCTA5 04530,10818
8600000US04535,04535,ZCTA5 04535,709
8600000US04537,04537,ZCTA5 04537,2073
8600000US04538,04538,ZCTA5 04538,2080
8600000US04539,04539,ZCTA5 04539,1168
8600000US04541,04541,ZCTA5 04541,80
8600000US04543,04543,ZCTA5 04543,2218
8600000US04544,04544,ZCTA5 04544,724
8600000US04547,04547,ZCTA5 04547,1152
8600000US04548,04548,ZCTA5 04548,1042
8600000US04551,04551,ZCTA5 04551,806
8600000US04553,04553,ZCTA5 04553,1752
8600000US04554,04554,ZCTA5 04554,710
8600000US04555,04555,ZCTA5 04555,1643
8600000US04556,04556,ZCTA5 04556,1249
8600000US04558,04558,ZCTA5 04558,308
8600000US04562,04562,ZCTA5 04562,2216
8600000US04563,04563,ZCTA5 04563,1534
8600000US04564,04564,ZCTA5 04564,489
8600000US04568,04568,ZCTA5 04568,391
8600000US04570,04570,ZCTA5 04570,2
8600000US04571,04571,ZCTA5 04571,323
8600000US04572,04572,ZCTA5 04572,5075
8600000US04573,04573,ZCTA5 04573,501
8600000US04574,04574,ZCTA5 04574,1510
8600000US04575,04575,ZCTA5 04575,85
8600000US04576,04576,ZCTA5 04576,604
8600000US04578,04578,ZCTA5 04578,4450
8600000US04579,04579,ZCTA5 04579,3072
8600000US04605,04605,ZCTA5 04605,12974
8600000US04606,04606,ZCTA5 04606,1272
8600000US04607,04607,ZCTA5 04607,1182
8600000US04609,04609,ZCTA5 04609,5222
8600000US04611,04611,ZCTA5 04611,508
8600000US04612,04612,ZCTA5 04612,589
8600000US04613,04613,ZCTA5 04613,183
8600000US04614,04614,ZCTA5 04614,2579
8600000US04616,04616,ZCTA5 04616,824
8600000US04617,04617,ZCTA5 04617,811
8600000US04619,04619,ZCTA5 04619,3121
8600000US04622,04622,ZCTA5 04622,1412
8600000US04623,04623,ZCTA5 04623,1054
8600000US04624,04624,ZCTA5 04624,184
8600000US04625,04625,ZCTA5 04625,47
8600000US04626,04626,ZCTA5 04626,507
8600000US04627,04627,ZCTA5 04627,1636
8600000US04628,04628,ZCTA5 04628,703
8600000US04629,04629,ZCTA5 04629,107
8600000US04630,04630,ZCTA5 04630,1398
8600000US04631,04631,ZCTA5 04631,1331
8600000US04634,04634,ZCTA5 04634,1923
8600000US04635,04635,ZCTA5 04635,61
8600000US04637,04637,ZCTA5 04637,136
8600000US04640,04640,ZCTA5 04640,2261
8600000US04642,04642,ZCTA5 04642,123
8600000US04643,04643,ZCTA5 04643,1018
8600000US04644,04644,ZCTA5 04644,13
8600000US04645,04645,ZCTA5 04645,73
8600000US04646,04646,ZCTA5 04646,94
8600000US04648,04648,ZCTA5 04648,580
8600000US04649,04649,ZCTA5 04649,1370
8600000US04650,04650,ZCTA5 04650,235
8600000US04652,04652,ZCTA5 04652,1690
8600000US04653,04653,ZCTA5 04653,490
8600000US04654,04654,ZCTA5 04654,3424
8600000US04655,04655,ZCTA5 04655,1119
8600000US04657,04657,ZCTA5 04657,363
8600000US04658,04658,ZCTA5 04658,1353
8600000US04660,04660,ZCTA5 04660,1309
8600000US04662,04662,ZCTA5 04662,488
8600000US04664,04664,ZCTA5 04664,1238
8600000US04666,04666,ZCTA5 04666,1172
8600000US04667,04667,ZCTA5 04667,1638
8600000US04668,04668,ZCTA5 04668,1680
8600000US04669,04669,ZCTA5 04669,204
8600000US04671,04671,ZCTA5 04671,576
8600000US04673,04673,ZCTA5 04673,112
8600000US04674,04674,ZCTA5 04674,484
8600000US04675,04675,ZCTA5 04675,253
8600000US04676,04676,ZCTA5 04676,1088
8600000US04677,04677,ZCTA5 04677,274
8600000US04679,04679,ZCTA5 04679,1767
8600000US04680,04680,ZCTA5 04680,1131
8600000US04681,04681,ZCTA5 04681,1043
8600000US04683,04683,ZCTA5 04683,104
8600000US04684,04684,ZCTA5 04684,1466
8600000US04685,04685,ZCTA5 04685,332
8600000US04686,04686,ZCTA5 04686,114
8600000US04691,04691,ZCTA5 04691,441
8600000US04693,04693,ZCTA5 04693,516
8600000US04694,04694,ZCTA5 04694,2376
8600000US04730,04730,ZCTA5 04730,9992
8600000US04732,04732,ZCTA5 04732,1670
8600000US04733,04733,ZCTA5 04733,221
8600000US04734,04734,ZCTA5 04734,800
8600000US04735,04735,ZCTA5 04735,617
8600000US04736,04736,ZCTA5 04736,9876
8600000US04739,04739,ZCTA5 04739,1112
8600000US04740,04740,ZCTA5 04740,1287
8600000US04741,04741,ZCTA5 04741,3
8600000US04742,04742,ZCTA5 04742,3496
8600000US04743,04743,ZCTA5 04743,4676
8600000US04745,04745,ZCTA5 04745,1082
8600000US04746,04746,ZCTA5 04746,470
8600000US04747,04747,ZCTA5 04747,1337
8600000US04750,04750,ZCTA5 04750,2603
8600000US04756,04756,ZCTA5 04756,3344
8600000US04757,04757,ZCTA5 04757,2870
8600000US04758,04758,ZCTA5 04758,1498
8600000US04760,04760,ZCTA5 04760,795
8600000US04761,04761,ZCTA5 04761,529
8600000US04762,04762,ZCTA5 04762,602
8600000US04763,04763,ZCTA5 04763,726
8600000US04764,04764,ZCTA5 04764,66
8600000US04765,04765,ZCTA5 04765,1262
8600000US04766,04766,ZCTA5 04766,386
8600000US04768,04768,ZCTA5 04768,400
8600000US04769,04769,ZCTA5 04769,9692
8600000US04772,04772,ZCTA5 04772,762
8600000US04773,04773,ZCTA5 04773,723
8600000US04774,04774,ZCTA5 04774,730
8600000US04776,04776,ZCTA5 04776,925
8600000US04777,04777,ZCTA5 04777,422
8600000US04779,04779,ZCTA5 04779,398
8600000US04780,04780,ZCTA5 04780,808
8600000US04781,04781,ZCTA5 04781,560
8600000US04783,04783,ZCTA5 04783,426
8600000US04785,04785,ZCTA5 04785,2504
8600000US04786,04786,ZCTA5 04786,1970
8600000US04787,04787,ZCTA5 04787,544
8600000US04841,04841,ZCTA5 04841,7297
8600000US04843,04843,ZCTA5 04843,4851
8600000US04847,04847,ZCTA5 04847,1536
8600000US04848,04848,ZCTA5 04848,566
8600000US04849,04849,ZCTA5 04849,3684
8600000US04851,04851,ZCTA5 04851,75
8600000US04852,04852,ZCTA5 04852,69
8600000US04853,04853,ZCTA5 04853,354
8600000US04854,04854,ZCTA5 04854,1580
8600000US04855,04855,ZCTA5 04855,307
8600000US04856,04856,ZCTA5 04856,3330
8600000US04858,04858,ZCTA5 04858,1533
8600000US04859,04859,ZCTA5 04859,724
8600000US04860,04860,ZCTA5 04860,1591
8600000US04861,04861,ZCTA5 04861,2781
8600000US04862,04862,ZCTA5 04862,3592
8600000US04863,04863,ZCTA5 04863,1165
8600000US04864,04864,ZCTA5 04864,4751
8600000US04901,04901,ZCTA5 04901,26248
8600000US04910,04910,ZCTA5 04910,2041
8600000US04911,04911,ZCTA5 04911,2136
8600000US04912,04912,ZCTA5 04912,1048
8600000US04915,04915,ZCTA5 04915,8806
8600000US04917,04917,ZCTA5 04917,2849
8600000US04918,04918,ZCTA5 04918,349
8600000US04920,04920,ZCTA5 04920,1713
8600000US04921,04921,ZCTA5 04921,1593
8600000US04922,04922,ZCTA5 04922,1164
8600000US04923,04923,ZCTA5 04923,482
8600000US04924,04924,ZCTA5 04924,2275
8600000US04925,04925,ZCTA5 04925,75
8600000US04926,04926,ZCTA5 04926,52
8600000US04927,04927,ZCTA5 04927,3486
8600000US04928,04928,ZCTA5 04928,2198
8600000US04929,04929,ZCTA5 04929,837
8600000US04930,04930,ZCTA5 04930,4295
8600000US04932,04932,ZCTA5 04932,1181
8600000US04933,04933,ZCTA5 04933,65
8600000US04936,04936,ZCTA5 04936,261
8600000US04937,04937,ZCTA5 04937,6645
8600000US04938,04938,ZCTA5 04938,9869
8600000US04939,04939,ZCTA5 04939,1105
8600000US04940,04940,ZCTA5 04940,118
8600000US04941,04941,ZCTA5 04941,1751
8600000US04942,04942,ZCTA5 04942,1326
8600000US04943,04943,ZCTA5 04943,1792
8600000US04944,04944,ZCTA5 04944,42
8600000US04945,04945,ZCTA5 04945,1242
8600000US04947,04947,ZCTA5 04947,1852
8600000US04949,04949,ZCTA5 04949,913
8600000US04950,04950,ZCTA5 04950,4855
8600000US04951,04951,ZCTA5 04951,906
8600000US04952,04952,ZCTA5 04952,1829
8600000US04953,04953,ZCTA5 04953,3228
8600000US04955,04955,ZCTA5 04955,1362
8600000US04956,04956,ZCTA5 04956,760
8600000US04957,04957,ZCTA5 04957,4265
8600000US04958,04958,ZCTA5 04958,1954
8600000US04961,04961,ZCTA5 04961,972
8600000US04962,04962,ZCTA5 04962,125
8600000US04963,04963,ZCTA5 04963,7238
8600000US04964,04964,ZCTA5 04964,221
8600000US04965,04965,ZCTA5 04965,1976
8600000US04966,04966,ZCTA5 04966,1682
8600000US04967,04967,ZCTA5 04967,4230
8600000US04969,04969,ZCTA5 04969,1362
8600000US04970,04970,ZCTA5 04970,1620
8600000US04971,04971,ZCTA5 04971,2005
8600000US04973,04973,ZCTA5 04973,1389
8600000US04974,04974,ZCTA5 04974,2611
8600000US04975,04975,ZCTA5 04975,48
8600000US04976,04976,ZCTA5 04976,9903
8600000US04978,04978,ZCTA5 04978,799
8600000US04979,04979,ZCTA5 04979,1064
8600000US04981,04981,ZCTA5 04981,2316
8600000US04982,04982,ZCTA5 04982,630
8600000US04983,04983,ZCTA5 04983,1752
8600000US04984,04984,ZCTA5 04984,523
8600000US04985,04985,ZCTA5 04985,114
8600000US04986,04986,ZCTA5 04986,1721
8600000US04987,04987,ZCTA5 04987,1030
8600000US04988,04988,ZCTA5 04988,2134
8600000US04989,04989,ZCTA5 04989,4215
8600000US04992,04992,ZCTA5 04992,103
