year,source,zip,agesex_grp,pop
2010,Census,3905,F_00_04,40
2010,Census,3905,F_05_09,33
2010,Census,3905,F_10_14,31
2010,Census,3905,F_15_19,44
2010,Census,3905,F_20_24,18
2010,Census,3905,F_25_29,30
2010,Census,3905,F_30_34,33
2010,Census,3905,F_35_39,42
2010,Census,3905,F_40_44,60
2010,Census,3905,F_45_49,93
2010,Census,3905,F_50_54,83
2010,Census,3905,F_55_59,121
2010,Census,3905,F_60_64,101
2010,Census,3905,F_65_69,67
2010,Census,3905,F_70_74,34
2010,Census,3905,F_75_79,42
2010,Census,3905,F_80_84,35
2010,Census,3905,F_85_110,24
2010,Census,3905,M_00_04,42
2010,Census,3905,M_05_09,39
2010,Census,3905,M_10_14,27
2010,Census,3905,M_15_19,29
2010,Census,3905,M_20_24,23
2010,Census,3905,M_25_29,25
2010,Census,3905,M_30_34,31
2010,Census,3905,M_35_39,50
2010,Census,3905,M_40_44,52
2010,Census,3905,M_45_49,66
2010,Census,3905,M_50_54,93
2010,Census,3905,M_55_59,98
2010,Census,3905,M_60_64,88
2010,Census,3905,M_65_69,60
2010,Census,3905,M_70_74,52
2010,Census,3905,M_75_79,33
2010,Census,3905,M_80_84,23
2010,Census,3905,M_85_110,18
2010,Census,3906,F_00_04,138
2010,Census,3906,F_05_09,138
2010,Census,3906,F_10_14,151
2010,Census,3906,F_15_19,140
2010,Census,3906,F_20_24,118
2010,Census,3906,F_25_29,109
2010,Census,3906,F_30_34,114
2010,Census,3906,F_35_39,154
2010,Census,3906,F_40_44,180
2010,Census,3906,F_45_49,218
2010,Census,3906,F_50_54,204
2010,Census,3906,F_55_59,194
2010,Census,3906,F_60_64,147
2010,Census,3906,F_65_69,116
2010,Census,3906,F_70_74,72
2010,Census,3906,F_75_79,53
2010,Census,3906,F_80_84,58
2010,Census,3906,F_85_110,60
2010,Census,3906,M_00_04,132
2010,Census,3906,M_05_09,156
2010,Census,3906,M_10_14,163
2010,Census,3906,M_15_19,160
2010,Census,3906,M_20_24,100
2010,Census,3906,M_25_29,110
2010,Census,3906,M_30_34,117
2010,Census,3906,M_35_39,155
2010,Census,3906,M_40_44,166
2010,Census,3906,M_45_49,203
2010,Census,3906,M_50_54,217
2010,Census,3906,M_55_59,155
2010,Census,3906,M_60_64,154
2010,Census,3906,M_65_69,120
2010,Census,3906,M_70_74,64
2010,Census,3906,M_75_79,51
2010,Census,3906,M_80_84,31
2010,Census,3906,M_85_110,29
2010,Census,3907,F_00_04,11
2010,Census,3907,F_05_09,6
2010,Census,3907,F_10_14,6
2010,Census,3907,F_15_19,10
2010,Census,3907,F_20_24,7
2010,Census,3907,F_25_29,6
2010,Census,3907,F_30_34,11
2010,Census,3907,F_35_39,18
2010,Census,3907,F_40_44,20
2010,Census,3907,F_45_49,19
2010,Census,3907,F_50_54,33
2010,Census,3907,F_55_59,48
2010,Census,3907,F_60_64,51
2010,Census,3907,F_65_69,59
2010,Census,3907,F_70_74,46
2010,Census,3907,F_75_79,37
2010,Census,3907,F_80_84,37
2010,Census,3907,F_85_110,21
2010,Census,3907,M_00_04,5
2010,Census,3907,M_05_09,13
2010,Census,3907,M_10_14,8
2010,Census,3907,M_15_19,17
2010,Census,3907,M_20_24,7
2010,Census,3907,M_25_29,13
2010,Census,3907,M_30_34,10
2010,Census,3907,M_35_39,15
2010,Census,3907,M_40_44,28
2010,Census,3907,M_45_49,36
2010,Census,3907,M_50_54,25
2010,Census,3907,M_55_59,53
2010,Census,3907,M_60_64,40
2010,Census,3907,M_65_69,52
2010,Census,3907,M_70_74,42
2010,Census,3907,M_75_79,38
2010,Census,3907,M_80_84,29
2010,Census,3907,M_85_110,17
2010,Census,3908,F_00_04,209
2010,Census,3908,F_05_09,257
2010,Census,3908,F_10_14,297
2010,Census,3908,F_15_19,267
2010,Census,3908,F_20_24,152
2010,Census,3908,F_25_29,153
2010,Census,3908,F_30_34,188
2010,Census,3908,F_35_39,254
2010,Census,3908,F_40_44,306
2010,Census,3908,F_45_49,381
2010,Census,3908,F_50_54,362
2010,Census,3908,F_55_59,254
2010,Census,3908,F_60_64,183
2010,Census,3908,F_65_69,117
2010,Census,3908,F_70_74,107
2010,Census,3908,F_75_79,66
2010,Census,3908,F_80_84,52
2010,Census,3908,F_85_110,59
2010,Census,3908,M_00_04,195
2010,Census,3908,M_05_09,263
2010,Census,3908,M_10_14,306
2010,Census,3908,M_15_19,294
2010,Census,3908,M_20_24,209
2010,Census,3908,M_25_29,171
2010,Census,3908,M_30_34,138
2010,Census,3908,M_35_39,211
2010,Census,3908,M_40_44,281
2010,Census,3908,M_45_49,349
2010,Census,3908,M_50_54,353
2010,Census,3908,M_55_59,263
2010,Census,3908,M_60_64,203
2010,Census,3908,M_65_69,121
2010,Census,3908,M_70_74,88
2010,Census,3908,M_75_79,58
2010,Census,3908,M_80_84,32
2010,Census,3908,M_85_110,34
2010,Census,3909,F_00_04,150
2010,Census,3909,F_05_09,295
2010,Census,3909,F_10_14,330
2010,Census,3909,F_15_19,291
2010,Census,3909,F_20_24,144
2010,Census,3909,F_25_29,132
2010,Census,3909,F_30_34,149
2010,Census,3909,F_35_39,226
2010,Census,3909,F_40_44,359
2010,Census,3909,F_45_49,454
2010,Census,3909,F_50_54,469
2010,Census,3909,F_55_59,477
2010,Census,3909,F_60_64,431
2010,Census,3909,F_65_69,328
2010,Census,3909,F_70_74,284
2010,Census,3909,F_75_79,179
2010,Census,3909,F_80_84,205
2010,Census,3909,F_85_110,215
2010,Census,3909,M_00_04,186
2010,Census,3909,M_05_09,273
2010,Census,3909,M_10_14,376
2010,Census,3909,M_15_19,301
2010,Census,3909,M_20_24,193
2010,Census,3909,M_25_29,150
2010,Census,3909,M_30_34,150
2010,Census,3909,M_35_39,199
2010,Census,3909,M_40_44,275
2010,Census,3909,M_45_49,434
2010,Census,3909,M_50_54,405
2010,Census,3909,M_55_59,396
2010,Census,3909,M_60_64,409
2010,Census,3909,M_65_69,263
2010,Census,3909,M_70_74,231
2010,Census,3909,M_75_79,145
2010,Census,3909,M_80_84,119
2010,Census,3909,M_85_110,115
2010,Census,3910,F_00_04,2
2010,Census,3910,F_05_09,5
2010,Census,3910,F_10_14,4
2010,Census,3910,F_15_19,7
2010,Census,3910,F_20_24,5
2010,Census,3910,F_25_29,7
2010,Census,3910,F_30_34,6
2010,Census,3910,F_35_39,5
2010,Census,3910,F_40_44,9
2010,Census,3910,F_45_49,5
2010,Census,3910,F_50_54,16
2010,Census,3910,F_55_59,24
2010,Census,3910,F_60_64,25
2010,Census,3910,F_65_69,10
2010,Census,3910,F_70_74,10
2010,Census,3910,F_75_79,11
2010,Census,3910,F_80_84,11
2010,Census,3910,F_85_110,7
2010,Census,3910,M_00_04,6
2010,Census,3910,M_05_09,6
2010,Census,3910,M_10_14,5
2010,Census,3910,M_15_19,10
2010,Census,3910,M_20_24,13
2010,Census,3910,M_25_29,8
2010,Census,3910,M_30_34,2
2010,Census,3910,M_35_39,7
2010,Census,3910,M_40_44,10
2010,Census,3910,M_45_49,7
2010,Census,3910,M_50_54,14
2010,Census,3910,M_55_59,12
2010,Census,3910,M_60_64,14
2010,Census,3910,M_65_69,16
2010,Census,3910,M_70_74,10
2010,Census,3910,M_75_79,12
2010,Census,3910,M_80_84,4
2010,Census,3910,M_85_110,3
2010,Census,3911,F_00_04,5
2010,Census,3911,F_05_09,1
2010,Census,3911,F_10_14,2
2010,Census,3911,F_15_19,6
2010,Census,3911,F_20_24,4
2010,Census,3911,F_25_29,2
2010,Census,3911,F_30_34,4
2010,Census,3911,F_35_39,2
2010,Census,3911,F_40_44,1
2010,Census,3911,F_45_49,7
2010,Census,3911,F_50_54,11
2010,Census,3911,F_55_59,12
2010,Census,3911,F_60_64,17
2010,Census,3911,F_65_69,16
2010,Census,3911,F_70_74,15
2010,Census,3911,F_75_79,9
2010,Census,3911,F_80_84,9
2010,Census,3911,F_85_110,11
2010,Census,3911,M_00_04,4
2010,Census,3911,M_05_09,1
2010,Census,3911,M_10_14,6
2010,Census,3911,M_15_19,3
2010,Census,3911,M_20_24,5
2010,Census,3911,M_25_29,3
2010,Census,3911,M_30_34,3
2010,Census,3911,M_35_39,2
2010,Census,3911,M_40_44,3
2010,Census,3911,M_45_49,3
2010,Census,3911,M_50_54,6
2010,Census,3911,M_55_59,15
2010,Census,3911,M_60_64,19
2010,Census,3911,M_65_69,12
2010,Census,3911,M_70_74,13
2010,Census,3911,M_75_79,7
2010,Census,3911,M_80_84,6
2010,Census,3911,M_85_110,5
2010,Census,4001,F_00_04,51
2010,Census,4001,F_05_09,62
2010,Census,4001,F_10_14,76
2010,Census,4001,F_15_19,77
2010,Census,4001,F_20_24,50
2010,Census,4001,F_25_29,53
2010,Census,4001,F_30_34,60
2010,Census,4001,F_35_39,68
2010,Census,4001,F_40_44,81
2010,Census,4001,F_45_49,113
2010,Census,4001,F_50_54,107
2010,Census,4001,F_55_59,116
2010,Census,4001,F_60_64,85
2010,Census,4001,F_65_69,67
2010,Census,4001,F_70_74,34
2010,Census,4001,F_75_79,36
2010,Census,4001,F_80_84,27
2010,Census,4001,F_85_110,28
2010,Census,4001,M_00_04,54
2010,Census,4001,M_05_09,68
2010,Census,4001,M_10_14,83
2010,Census,4001,M_15_19,85
2010,Census,4001,M_20_24,52
2010,Census,4001,M_25_29,53
2010,Census,4001,M_30_34,66
2010,Census,4001,M_35_39,61
2010,Census,4001,M_40_44,87
2010,Census,4001,M_45_49,113
2010,Census,4001,M_50_54,133
2010,Census,4001,M_55_59,96
2010,Census,4001,M_60_64,94
2010,Census,4001,M_65_69,68
2010,Census,4001,M_70_74,50
2010,Census,4001,M_75_79,41
2010,Census,4001,M_80_84,21
2010,Census,4001,M_85_110,13
2010,Census,4002,F_00_04,200
2010,Census,4002,F_05_09,209
2010,Census,4002,F_10_14,197
2010,Census,4002,F_15_19,215
2010,Census,4002,F_20_24,142
2010,Census,4002,F_25_29,163
2010,Census,4002,F_30_34,204
2010,Census,4002,F_35_39,217
2010,Census,4002,F_40_44,265
2010,Census,4002,F_45_49,291
2010,Census,4002,F_50_54,374
2010,Census,4002,F_55_59,304
2010,Census,4002,F_60_64,272
2010,Census,4002,F_65_69,196
2010,Census,4002,F_70_74,142
2010,Census,4002,F_75_79,111
2010,Census,4002,F_80_84,81
2010,Census,4002,F_85_110,56
2010,Census,4002,M_00_04,171
2010,Census,4002,M_05_09,188
2010,Census,4002,M_10_14,210
2010,Census,4002,M_15_19,235
2010,Census,4002,M_20_24,205
2010,Census,4002,M_25_29,198
2010,Census,4002,M_30_34,220
2010,Census,4002,M_35_39,246
2010,Census,4002,M_40_44,277
2010,Census,4002,M_45_49,341
2010,Census,4002,M_50_54,334
2010,Census,4002,M_55_59,274
2010,Census,4002,M_60_64,259
2010,Census,4002,M_65_69,224
2010,Census,4002,M_70_74,119
2010,Census,4002,M_75_79,99
2010,Census,4002,M_80_84,82
2010,Census,4002,M_85_110,30
2010,Census,4003,F_00_04,5
2010,Census,4003,F_05_09,2
2010,Census,4003,F_10_14,8
2010,Census,4003,F_15_19,6
2010,Census,4003,F_20_24,4
2010,Census,4003,F_25_29,7
2010,Census,4003,F_30_34,1
2010,Census,4003,F_35_39,6
2010,Census,4003,F_40_44,11
2010,Census,4003,F_45_49,17
2010,Census,4003,F_50_54,13
2010,Census,4003,F_55_59,16
2010,Census,4003,F_60_64,16
2010,Census,4003,F_65_69,18
2010,Census,4003,F_70_74,12
2010,Census,4003,F_75_79,9
2010,Census,4003,F_80_84,9
2010,Census,4003,F_85_110,7
2010,Census,4003,M_00_04,6
2010,Census,4003,M_05_09,7
2010,Census,4003,M_10_14,7
2010,Census,4003,M_15_19,6
2010,Census,4003,M_20_24,6
2010,Census,4003,M_25_29,9
2010,Census,4003,M_30_34,4
2010,Census,4003,M_35_39,6
2010,Census,4003,M_40_44,6
2010,Census,4003,M_45_49,14
2010,Census,4003,M_50_54,19
2010,Census,4003,M_55_59,18
2010,Census,4003,M_60_64,10
2010,Census,4003,M_65_69,19
2010,Census,4003,M_70_74,5
2010,Census,4003,M_75_79,10
2010,Census,4003,M_80_84,6
2010,Census,4003,M_85_110,5
2010,Census,4005,F_00_04,618
2010,Census,4005,F_05_09,550
2010,Census,4005,F_10_14,587
2010,Census,4005,F_15_19,1123
2010,Census,4005,F_20_24,1179
2010,Census,4005,F_25_29,753
2010,Census,4005,F_30_34,671
2010,Census,4005,F_35_39,681
2010,Census,4005,F_40_44,790
2010,Census,4005,F_45_49,856
2010,Census,4005,F_50_54,830
2010,Census,4005,F_55_59,778
2010,Census,4005,F_60_64,632
2010,Census,4005,F_65_69,514
2010,Census,4005,F_70_74,408
2010,Census,4005,F_75_79,381
2010,Census,4005,F_80_84,324
2010,Census,4005,F_85_110,391
2010,Census,4005,M_00_04,597
2010,Census,4005,M_05_09,617
2010,Census,4005,M_10_14,651
2010,Census,4005,M_15_19,899
2010,Census,4005,M_20_24,1044
2010,Census,4005,M_25_29,705
2010,Census,4005,M_30_34,645
2010,Census,4005,M_35_39,693
2010,Census,4005,M_40_44,776
2010,Census,4005,M_45_49,869
2010,Census,4005,M_50_54,823
2010,Census,4005,M_55_59,730
2010,Census,4005,M_60_64,639
2010,Census,4005,M_65_69,424
2010,Census,4005,M_70_74,334
2010,Census,4005,M_75_79,279
2010,Census,4005,M_80_84,202
2010,Census,4005,M_85_110,153
2010,Census,4006,F_00_04,0
2010,Census,4006,F_05_09,0
2010,Census,4006,F_10_14,0
2010,Census,4006,F_15_19,1
2010,Census,4006,F_20_24,20
2010,Census,4006,F_25_29,2
2010,Census,4006,F_30_34,1
2010,Census,4006,F_35_39,1
2010,Census,4006,F_40_44,0
2010,Census,4006,F_45_49,2
2010,Census,4006,F_50_54,5
2010,Census,4006,F_55_59,2
2010,Census,4006,F_60_64,5
2010,Census,4006,F_65_69,3
2010,Census,4006,F_70_74,4
2010,Census,4006,F_75_79,5
2010,Census,4006,F_80_84,2
2010,Census,4006,F_85_110,1
2010,Census,4006,M_00_04,0
2010,Census,4006,M_05_09,1
2010,Census,4006,M_10_14,0
2010,Census,4006,M_15_19,2
2010,Census,4006,M_20_24,2
2010,Census,4006,M_25_29,5
2010,Census,4006,M_30_34,4
2010,Census,4006,M_35_39,4
2010,Census,4006,M_40_44,0
2010,Census,4006,M_45_49,1
2010,Census,4006,M_50_54,1
2010,Census,4006,M_55_59,4
2010,Census,4006,M_60_64,3
2010,Census,4006,M_65_69,4
2010,Census,4006,M_70_74,5
2010,Census,4006,M_75_79,4
2010,Census,4006,M_80_84,2
2010,Census,4006,M_85_110,0
2010,Census,4008,F_00_04,51
2010,Census,4008,F_05_09,78
2010,Census,4008,F_10_14,90
2010,Census,4008,F_15_19,88
2010,Census,4008,F_20_24,47
2010,Census,4008,F_25_29,80
2010,Census,4008,F_30_34,67
2010,Census,4008,F_35_39,69
2010,Census,4008,F_40_44,112
2010,Census,4008,F_45_49,148
2010,Census,4008,F_50_54,142
2010,Census,4008,F_55_59,115
2010,Census,4008,F_60_64,99
2010,Census,4008,F_65_69,70
2010,Census,4008,F_70_74,42
2010,Census,4008,F_75_79,30
2010,Census,4008,F_80_84,11
2010,Census,4008,F_85_110,17
2010,Census,4008,M_00_04,72
2010,Census,4008,M_05_09,80
2010,Census,4008,M_10_14,91
2010,Census,4008,M_15_19,84
2010,Census,4008,M_20_24,58
2010,Census,4008,M_25_29,61
2010,Census,4008,M_30_34,70
2010,Census,4008,M_35_39,88
2010,Census,4008,M_40_44,119
2010,Census,4008,M_45_49,126
2010,Census,4008,M_50_54,130
2010,Census,4008,M_55_59,119
2010,Census,4008,M_60_64,98
2010,Census,4008,M_65_69,83
2010,Census,4008,M_70_74,43
2010,Census,4008,M_75_79,31
2010,Census,4008,M_80_84,8
2010,Census,4008,M_85_110,6
2010,Census,4009,F_00_04,133
2010,Census,4009,F_05_09,136
2010,Census,4009,F_10_14,124
2010,Census,4009,F_15_19,137
2010,Census,4009,F_20_24,110
2010,Census,4009,F_25_29,113
2010,Census,4009,F_30_34,124
2010,Census,4009,F_35_39,139
2010,Census,4009,F_40_44,172
2010,Census,4009,F_45_49,217
2010,Census,4009,F_50_54,242
2010,Census,4009,F_55_59,225
2010,Census,4009,F_60_64,198
2010,Census,4009,F_65_69,164
2010,Census,4009,F_70_74,131
2010,Census,4009,F_75_79,108
2010,Census,4009,F_80_84,73
2010,Census,4009,F_85_110,89
2010,Census,4009,M_00_04,119
2010,Census,4009,M_05_09,133
2010,Census,4009,M_10_14,148
2010,Census,4009,M_15_19,232
2010,Census,4009,M_20_24,100
2010,Census,4009,M_25_29,124
2010,Census,4009,M_30_34,109
2010,Census,4009,M_35_39,135
2010,Census,4009,M_40_44,131
2010,Census,4009,M_45_49,200
2010,Census,4009,M_50_54,246
2010,Census,4009,M_55_59,193
2010,Census,4009,M_60_64,187
2010,Census,4009,M_65_69,154
2010,Census,4009,M_70_74,130
2010,Census,4009,M_75_79,98
2010,Census,4009,M_80_84,50
2010,Census,4009,M_85_110,27
2010,Census,4010,F_00_04,31
2010,Census,4010,F_05_09,50
2010,Census,4010,F_10_14,52
2010,Census,4010,F_15_19,55
2010,Census,4010,F_20_24,33
2010,Census,4010,F_25_29,38
2010,Census,4010,F_30_34,40
2010,Census,4010,F_35_39,47
2010,Census,4010,F_40_44,58
2010,Census,4010,F_45_49,78
2010,Census,4010,F_50_54,67
2010,Census,4010,F_55_59,84
2010,Census,4010,F_60_64,51
2010,Census,4010,F_65_69,36
2010,Census,4010,F_70_74,32
2010,Census,4010,F_75_79,20
2010,Census,4010,F_80_84,9
2010,Census,4010,F_85_110,12
2010,Census,4010,M_00_04,56
2010,Census,4010,M_05_09,42
2010,Census,4010,M_10_14,43
2010,Census,4010,M_15_19,45
2010,Census,4010,M_20_24,33
2010,Census,4010,M_25_29,39
2010,Census,4010,M_30_34,42
2010,Census,4010,M_35_39,45
2010,Census,4010,M_40_44,58
2010,Census,4010,M_45_49,74
2010,Census,4010,M_50_54,66
2010,Census,4010,M_55_59,86
2010,Census,4010,M_60_64,60
2010,Census,4010,M_65_69,45
2010,Census,4010,M_70_74,28
2010,Census,4010,M_75_79,20
2010,Census,4010,M_80_84,14
2010,Census,4010,M_85_110,8
2010,Census,4011,F_00_04,504
2010,Census,4011,F_05_09,488
2010,Census,4011,F_10_14,543
2010,Census,4011,F_15_19,917
2010,Census,4011,F_20_24,895
2010,Census,4011,F_25_29,469
2010,Census,4011,F_30_34,482
2010,Census,4011,F_35_39,572
2010,Census,4011,F_40_44,628
2010,Census,4011,F_45_49,734
2010,Census,4011,F_50_54,775
2010,Census,4011,F_55_59,800
2010,Census,4011,F_60_64,684
2010,Census,4011,F_65_69,546
2010,Census,4011,F_70_74,450
2010,Census,4011,F_75_79,405
2010,Census,4011,F_80_84,359
2010,Census,4011,F_85_110,474
2010,Census,4011,M_00_04,497
2010,Census,4011,M_05_09,511
2010,Census,4011,M_10_14,599
2010,Census,4011,M_15_19,868
2010,Census,4011,M_20_24,941
2010,Census,4011,M_25_29,486
2010,Census,4011,M_30_34,513
2010,Census,4011,M_35_39,519
2010,Census,4011,M_40_44,555
2010,Census,4011,M_45_49,689
2010,Census,4011,M_50_54,664
2010,Census,4011,M_55_59,666
2010,Census,4011,M_60_64,594
2010,Census,4011,M_65_69,435
2010,Census,4011,M_70_74,325
2010,Census,4011,M_75_79,281
2010,Census,4011,M_80_84,217
2010,Census,4011,M_85_110,193
2010,Census,4015,F_00_04,97
2010,Census,4015,F_05_09,108
2010,Census,4015,F_10_14,122
2010,Census,4015,F_15_19,117
2010,Census,4015,F_20_24,68
2010,Census,4015,F_25_29,108
2010,Census,4015,F_30_34,109
2010,Census,4015,F_35_39,133
2010,Census,4015,F_40_44,144
2010,Census,4015,F_45_49,169
2010,Census,4015,F_50_54,176
2010,Census,4015,F_55_59,142
2010,Census,4015,F_60_64,126
2010,Census,4015,F_65_69,87
2010,Census,4015,F_70_74,62
2010,Census,4015,F_75_79,59
2010,Census,4015,F_80_84,39
2010,Census,4015,F_85_110,57
2010,Census,4015,M_00_04,121
2010,Census,4015,M_05_09,116
2010,Census,4015,M_10_14,118
2010,Census,4015,M_15_19,119
2010,Census,4015,M_20_24,81
2010,Census,4015,M_25_29,86
2010,Census,4015,M_30_34,127
2010,Census,4015,M_35_39,136
2010,Census,4015,M_40_44,134
2010,Census,4015,M_45_49,166
2010,Census,4015,M_50_54,171
2010,Census,4015,M_55_59,132
2010,Census,4015,M_60_64,125
2010,Census,4015,M_65_69,99
2010,Census,4015,M_70_74,65
2010,Census,4015,M_75_79,39
2010,Census,4015,M_80_84,27
2010,Census,4015,M_85_110,23
2010,Census,4017,F_00_04,6
2010,Census,4017,F_05_09,7
2010,Census,4017,F_10_14,4
2010,Census,4017,F_15_19,10
2010,Census,4017,F_20_24,0
2010,Census,4017,F_25_29,7
2010,Census,4017,F_30_34,4
2010,Census,4017,F_35_39,8
2010,Census,4017,F_40_44,7
2010,Census,4017,F_45_49,9
2010,Census,4017,F_50_54,10
2010,Census,4017,F_55_59,13
2010,Census,4017,F_60_64,23
2010,Census,4017,F_65_69,16
2010,Census,4017,F_70_74,23
2010,Census,4017,F_75_79,12
2010,Census,4017,F_80_84,9
2010,Census,4017,F_85_110,8
2010,Census,4017,M_00_04,5
2010,Census,4017,M_05_09,12
2010,Census,4017,M_10_14,9
2010,Census,4017,M_15_19,2
2010,Census,4017,M_20_24,10
2010,Census,4017,M_25_29,4
2010,Census,4017,M_30_34,3
2010,Census,4017,M_35_39,4
2010,Census,4017,M_40_44,11
2010,Census,4017,M_45_49,12
2010,Census,4017,M_50_54,14
